crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
020113,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
020113,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020127,REG,Registration Considerations,C,Crosslisted in another department
020127,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020225,REG,Registration Considerations,C,Crosslisted in another department
020225,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020226,REG,Registration Considerations,C,Crosslisted in another department
020226,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
020226,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020227,REG,Registration Considerations,C,Crosslisted in another department
020227,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
020227,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020269,REG,Registration Considerations,C,Crosslisted in another department
020269,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020269,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020459,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
020459,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
020459,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
020459,REG,Registration Considerations,C,Crosslisted in another department
020459,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020510,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020510,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
020510,REG,Registration Considerations,C,Crosslisted in another department
020510,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020510,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
020510,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020510,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
020567,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020567,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
020567,INTR,Interest Area,SL,Service Learning Course
020567,REG,Registration Considerations,C,Crosslisted in another department
020567,REG,Registration Considerations,S,Summer Session Bulletin
020567,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020610,REG,Registration Considerations,C,Crosslisted in another department
020610,USE,Curriculum-Areas of Knowledge,QS,(QS) Quantitative Studies
020714,REG,Registration Considerations,C,Crosslisted in another department
020804,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
020804,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
020804,REG,Registration Considerations,C,Crosslisted in another department
020804,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020804,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020804,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
020825,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020825,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
020825,REG,Registration Considerations,C,Crosslisted in another department
020825,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020825,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020830,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
020830,REG,Registration Considerations,C,Crosslisted in another department
020830,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021064,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021064,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021069,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021069,REG,Registration Considerations,C,Crosslisted in another department
021069,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021069,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021119,REG,Registration Considerations,C,Crosslisted in another department
021119,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021120,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021120,REG,Registration Considerations,C,Crosslisted in another department
021120,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021120,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
021128,REG,Registration Considerations,C,Crosslisted in another department
021128,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
021128,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021229,REG,Registration Considerations,C,Crosslisted in another department
021332,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021332,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021332,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021332,REG,Registration Considerations,C,Crosslisted in another department
021332,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021332,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021332,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
021369,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021369,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021369,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021369,REG,Registration Considerations,C,Crosslisted in another department
021369,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021369,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021369,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021370,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
021370,REG,Registration Considerations,C,Crosslisted in another department
021370,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
021370,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021425,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021425,REG,Registration Considerations,C,Crosslisted in another department
021425,USE,Curriculum-Areas of Knowledge,QS,(QS) Quantitative Studies
021514,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021514,REG,Registration Considerations,C,Crosslisted in another department
021514,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021856,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021856,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021856,REG,Registration Considerations,C,Crosslisted in another department
021856,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021856,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021858,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021858,REG,Registration Considerations,C,Crosslisted in another department
021858,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
021858,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022001,REG,Registration Considerations,C,Crosslisted in another department
022001,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
022001,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022108,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022108,REG,Registration Considerations,C,Crosslisted in another department
022108,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022163,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022163,REG,Registration Considerations,C,Crosslisted in another department
022163,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022176,REG,Registration Considerations,C,Crosslisted in another department
022331,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022331,REG,Registration Considerations,C,Crosslisted in another department
022331,REG,Registration Considerations,S,Summer Session Bulletin
022331,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022332,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022332,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022332,REG,Registration Considerations,C,Crosslisted in another department
022332,REG,Registration Considerations,S,Summer Session Bulletin
022332,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022451,REG,Registration Considerations,C,Crosslisted in another department
022451,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022531,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022531,REG,Registration Considerations,C,Crosslisted in another department
022531,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
022531,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022541,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022541,REG,Registration Considerations,C,Crosslisted in another department
022541,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022541,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022541,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022560,REG,Registration Considerations,C,Crosslisted in another department
022560,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022581,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022581,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022581,REG,Registration Considerations,C,Crosslisted in another department
022581,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022581,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022581,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022583,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022583,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022583,REG,Registration Considerations,C,Crosslisted in another department
022583,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022583,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022583,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022619,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022619,REG,Registration Considerations,C,Crosslisted in another department
022767,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022767,REG,Registration Considerations,C,Crosslisted in another department
022767,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022767,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022767,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022811,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022811,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022811,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022811,REG,Registration Considerations,C,Crosslisted in another department
022811,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022811,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
022811,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022811,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022830,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
022830,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022830,REG,Registration Considerations,C,Crosslisted in another department
022830,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022872,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022872,REG,Registration Considerations,C,Crosslisted in another department
022872,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022872,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022905,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022905,REG,Registration Considerations,C,Crosslisted in another department
022905,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
022905,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022905,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022906,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
022906,REG,Registration Considerations,C,Crosslisted in another department
022906,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
022906,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022906,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022926,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022926,REG,Registration Considerations,C,Crosslisted in another department
022926,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
022926,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023121,REG,Registration Considerations,C,Crosslisted in another department
023121,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023237,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023237,REG,Registration Considerations,C,Crosslisted in another department
023237,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023237,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023237,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023247,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023247,REG,Registration Considerations,C,Crosslisted in another department
023247,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023247,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023324,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
023324,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023324,REG,Registration Considerations,C,Crosslisted in another department
023324,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023324,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
023324,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023326,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023326,REG,Registration Considerations,C,Crosslisted in another department
023326,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
023326,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023352,REG,Registration Considerations,C,Crosslisted in another department
023352,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023525,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023525,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023525,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023525,REG,Registration Considerations,C,Crosslisted in another department
023525,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023525,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023525,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023527,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023527,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023527,REG,Registration Considerations,C,Crosslisted in another department
023527,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
023527,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023531,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023531,REG,Registration Considerations,C,Crosslisted in another department
023531,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023535,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023535,REG,Registration Considerations,C,Crosslisted in another department
023535,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023535,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023537,REG,Registration Considerations,C,Crosslisted in another department
023543,REG,Registration Considerations,C,Crosslisted in another department
023556,REG,Registration Considerations,C,Crosslisted in another department
023563,REG,Registration Considerations,C,Crosslisted in another department
023563,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023563,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
023843,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023843,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023843,REG,Registration Considerations,C,Crosslisted in another department
023843,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023843,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023843,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023899,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023899,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
023899,REG,Registration Considerations,C,Crosslisted in another department
023899,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023899,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023900,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023900,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
023900,REG,Registration Considerations,C,Crosslisted in another department
023900,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023900,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023901,REG,Registration Considerations,C,Crosslisted in another department
023901,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023901,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023910,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023910,REG,Registration Considerations,C,Crosslisted in another department
023910,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023910,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023919,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023919,REG,Registration Considerations,C,Crosslisted in another department
023919,REG,Registration Considerations,S,Summer Session Bulletin
023919,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023929,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023929,REG,Registration Considerations,C,Crosslisted in another department
023929,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023929,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023931,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023931,REG,Registration Considerations,C,Crosslisted in another department
023931,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023931,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023940,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023940,REG,Registration Considerations,C,Crosslisted in another department
023940,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023940,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023940,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023943,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
023943,REG,Registration Considerations,C,Crosslisted in another department
023943,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
023943,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023943,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023965,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
023965,REG,Registration Considerations,C,Crosslisted in another department
024015,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024102,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024102,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
024102,REG,Registration Considerations,C,Crosslisted in another department
024102,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024102,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024150,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024150,REG,Registration Considerations,C,Crosslisted in another department
024150,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024157,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024157,REG,Registration Considerations,C,Crosslisted in another department
024157,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024158,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024158,REG,Registration Considerations,C,Crosslisted in another department
024158,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024158,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024182,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024182,REG,Registration Considerations,C,Crosslisted in another department
024182,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024200,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024200,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024200,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024200,REG,Registration Considerations,C,Crosslisted in another department
024200,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024200,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024200,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024221,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024221,INTR,Interest Area,SL,Service Learning Course
024221,REG,Registration Considerations,C,Crosslisted in another department
024221,REG,Registration Considerations,G,Course has discussion
024221,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
024221,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024300,REG,Registration Considerations,C,Crosslisted in another department
024369,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024369,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
024369,REG,Registration Considerations,C,Crosslisted in another department
024369,REG,Registration Considerations,S,Summer Session Bulletin
024369,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
024369,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024369,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024404,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024404,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
024404,REG,Registration Considerations,C,Crosslisted in another department
024404,REG,Registration Considerations,S,Summer Session Bulletin
024404,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
024404,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024426,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024426,REG,Registration Considerations,C,Crosslisted in another department
024426,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024426,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024426,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024679,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024679,REG,Registration Considerations,C,Crosslisted in another department
024679,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024679,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024679,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024693,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024693,REG,Registration Considerations,C,Crosslisted in another department
024693,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024708,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024708,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024708,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024708,REG,Registration Considerations,C,Crosslisted in another department
024708,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024708,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024708,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024727,REG,Registration Considerations,C,Crosslisted in another department
024757,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024757,REG,Registration Considerations,C,Crosslisted in another department
024757,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024757,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024757,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024790,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024790,REG,Registration Considerations,C,Crosslisted in another department
024790,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024790,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024790,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024984,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024984,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
024984,REG,Registration Considerations,C,Crosslisted in another department
024984,REG,Registration Considerations,S,Summer Session Bulletin
024984,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
024984,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024984,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024999,REG,Registration Considerations,C,Crosslisted in another department
024999,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025004,REG,Registration Considerations,C,Crosslisted in another department
025004,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025052,REG,Registration Considerations,C,Crosslisted in another department
025052,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025066,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025066,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
025066,REG,Registration Considerations,C,Crosslisted in another department
025066,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
025066,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025111,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
